LINEUPS,NETRTG,,,
D. Bertans - J. Robinson,11,,,
D. Dedmon - T. Young,9,,,
D. Rose - B. Griffin,18,,,
E. Davis - D. Mitchell,22,,,
J. Johnson - J. McLaughlin,14,,,
J. McRae - I. Bonga,22,,,
J. Sampson - D. Sabonis,17,,,
J. Winslow - K. Nunn,10,,,
A. Baynes - J. Carter,24,,,
A. Drummond - C. Osman,8,,,
D. Saric - T. Johnson,23,,,
J. Carter - T. Jerome,24,,,
J. Evans - J. Poole,19,,,
S. Curry - B. Marjanovic,22,,,
A. Burks - F. Korkmaz,17,,,
D. Dedmon - J. Collins,10,,,
J. Johnson - D. Russell,12,,,
R. O'Neale - T. Bradley,44,,,
A. Wiggins - J. Poole,11,,,
B. Knight - C. Wood,9,,,
I. Smith - A. Schofield,26,,,
A. Tolliver - R. Hood,11,,,
D. Jordan - I. Shumpert,11,,,
I. Thomas - J. McRae,17,,,
K. Walker - R. Williams III,25,,,
M. Plumlee - P. Dozier,14,,,
J. Johnson - J. Culver,14,,,
K. Nunn - C. Silva,38,,,
G. Dieng - J. Morant,17,,,
G. Dragic - J. Winslow,9,,,
M. Beasley - T. Craig,27,,,
M. Gasol - R. Hollis-Jefferson,26,,,
M. Gasol - T. Davis,28,,,
A. Tolliver - H. Whiteside,19,,,
B. Beal - J. McRae,18,,,
C. Swanigan - A. Simons,19,,,
L. Markkanen - D. Gafford,29,,,
A. Burks - M. Thybulle,17,,,
E. Fournier - M. Carter-Williams,33,,,
J. Teague - N. Vonleh,22,,,
M. Belinelli - B. Forbes,35,,,
T. Daniels - Q. Cook,28,,,
A. Nader - D. Burton,29,,,
C. Anthony - A. Tolliver,14,,,
J. Green - R. Westbrook,12,,,
K. Williams - N. Melli,17,,,
P. Mills - B. Forbes,38,,,
S. Ojeleye - C. Edwards,31,,,
A. Wiggins - J. Layman,11,,,
B. Marjanovic - M. Kleber,27,,,
C. Edwards - G. Williams,31,,,
D. Gallinari - A. Nader,29,,,
D. Jordan - D. Musa,20,,,
E. Davis - G. Niang,23,,,
J. McRae - A. Pasecniks,14,,,
K. Caldwell-Pope - T. Daniels,29,,,
K. Korver - D. Wilson,26,,,
L. James - J. Dudley,22,,,
M. Bridges - C. Martin,17,,,
W. Hernangomez - M. Monk,18,,,
A. Drummond - C. Sexton,8,,,
A. Rivers - I. Hartenstein,22,,,
D. Green - O. Spellman,27,,,
D. Robinson - C. Silva,36,,,
D. Smith Jr. - R. Barrett,26,,,
P. Patterson - J. Green,24,,,
A. Aminu - E. Fournier,18,,,
D. Valentine - D. Gafford,26,,,
E. Davis - E. Mudiay,23,,,
T. Ariza - D. Dedmon,18,,,
T. Chandler - J. Harden,25,,,
B. Ingram - N. Alexander-Walker,26,,,
D. Dedmon - D. Hunter,9,,,
J. Johnson - J. Okogie,14,,,
M. Carter-Williams - M. Fultz,33,,,
M. Morris - T. Maker,29,,,
M. Morris Sr. - R. Jackson,16,,,
N. Vonleh - A. Wiggins,22,,,
P. George - P. Patterson,22,,,
P. Washington - J. McDaniels,14,,,
C. Martin - P. Washington,14,,,
G. Hill - E. Bledsoe,35,,,
I. Shumpert - T. Pinson,13,,,
J. Dudley - Q. Cook,32,,,
M. Williams - P. Washington,29,,,
P. Tucker - J. Green,14,,,
R. McGruder - T. Mann,26,,,
G. Dieng - T. Graham,24,,,
K. Bazemore - N. Little,28,,,
W. Chandler - J. Allen,28,,,
C. Martin - C. Martin,15,,,
G. Temple - I. Shumpert,13,,,
M. Williams - G. Hill,13,,,
N. Batum - C. Zeller,19,,,
R. Gay - K. Johnson,11,,,
T. Burke - J. Embiid,17,,,
Y. Ferrell - J. James,29,,,
A. Crabbe - J. Parker,17,,,
D. Bembry - J. Collins,18,,,
D. Murray - D. Eubanks,17,,,
J. Barea - M. Kleber,23,,,
K. Leonard - R. Jackson,15,,,
K. Towns - J. McLaughlin,16,,,
S. Harrison - L. Markkanen,18,,,
T. Burke - J. Richardson,16,,,
T. Pinson - D. Musa,25,,,
T. Ross - J. Ennis III,16,,,
T. Sefolosha - D. House Jr.,27,,,
A. Len - J. Collins,14,,,
E. Kanter - J. Green,28,,,
J. Tatum - C. Edwards,22,,,
K. Middleton - S. Brown,25,,,
N. Vonleh - J. Culver,27,,,
R. Covington - K. Martin,15,,,
T. Brown Jr. - G. Mathews,14,,,
T. Graham - J. Okogie,26,,,
W. Chandler - R. Kurucs,17,,,
C. Anthony - S. Labissiere,18,,,
D. Favors - F. Jackson,32,,,
E. Ilyasova - G. Antetokounmpo,45,,,
H. Diallo - D. Burton,24,,,
J. Barea - L. Doncic,16,,,
C. Lee - M. Kleber,17,,,
M. Williams - K. Middleton,14,,,
R. Rubio - T. Johnson,21,,,
Z. LaVine - S. Harrison,20,,,
G. Dieng - T. Jones,12,,,
J. Henson - A. McKinnie,14,,,
M. Bamba - G. Clark,16,,,
T. Gibson - B. Portis,35,,,
B. McLemore - G. Clark,17,,,
D. Jordan - K. Irving,16,,,
J. Grant - P. Dozier,23,,,
J. Redick - Z. Williamson,17,,,
J. Tatum - R. Langford,19,,,
L. Markkanen - C. Hutchison,17,,,
R. Rondo - T. Daniels,22,,,
A. Pasecniks - I. Bonga,20,,,
D. Burton - D. Bazley,25,,,
D. Exum - A. McKinnie,16,,,
D. Graham - C. Martin,12,,,
G. Payton II - I. Bonga,23,,,
J. Green - G. Niang,19,,,
J. Redick - J. Okafor,22,,,
M. Bridges - J. McDaniels,14,,,
M. Morris - T. Frazier,15,,,
T. Maker - L. Kennard,17,,,
T. Rozier - W. Hernangomez,21,,,
A. Crabbe - C. Reddish,23,,,
E. Kanter - R. Langford,22,,,
J. Hernangomez - M. Porter Jr.,23,,,
J. Nurkic - G. Trent Jr.,8,,,
M. Carter-Williams - G. Clark,17,,,
T. Ariza - Y. Ferrell,15,,,
T. Thompson - D. Exum,18,,,
D. Jordan - D. Nwaba,15,,,
S. Napier - I. Bonga,15,,,
T. Lyles - J. Poeltl,38,,,
C. Felicio - R. Arcidiacono,21,,,
J. Allen - D. Musa,25,,,
J. Brown - R. Williams III,22,,,
R. Bullock - F. Ntilikina,19,,,
R. Lopez - D. Wilson,25,,,
B. Goodwin - D. Hunter,27,,,
M. Conley - J. Green,21,,,
R. O'Neale - G. Niang,38,,,
W. Ellington - R. Barrett,21,,,
J. Johnson - J. Hernangomez,13,,,
J. Tatum - J. Green,27,,,
K. Leonard - R. McGruder,31,,,
M. Mulder - E. Paschall,7,,,
A. Aminu - N. Vucevic,14,,,
D. Bertans - A. Pasecniks,15,,,
D. Exum - C. Osman,20,,,
D. Lee - M. Mulder,7,,,
J. Teague - D. Jones,16,,,
M. Carter-Williams - W. Iwundu,21,,,
T. Young - O. Porter Jr.,14,,,
L. Williams - R. Jackson,12,,,
P. George - R. Jackson,14,,,
C. Joseph - A. Len,15,,,
J. Nurkic - Z. Collins,8,,,
R. Arcidiacono - S. Harrison,28,,,
G. Robinson III - F. Korkmaz,12,,,
J. Henson - D. Exum,16,,,
J. Hernangomez - J. McLaughlin,14,,,
J. McLaughlin - N. Reid,20,,,
J. Okafor - F. Jackson,16,,,
J. Toscano-Anderson - E. Paschall,12,,,
K. O'Quinn - F. Korkmaz,25,,,
P. Patterson - M. Harkless,23,,,
P. Siakam - M. Thomas,27,,,
T. Harris - K. O'Quinn,21,,,
W. Iwundu - G. Clark,18,,,
A. Aminu - M. Fultz,18,,,
C. Lee - K. Porzingis,12,,,
H. Barnes - A. Len,15,,,
J. Crowder - G. Allen,23,,,
J. Dudley - A. Caruso,26,,,
J. Teague - B. Fernando,18,,,
K. Korver - W. Matthews,42,,,
M. Muscala - T. Ferguson,26,,,
M. Williams - P. Connaughton,15,,,
R. Jackson - A. Drummond,8,,,
R. Langford - G. Williams,25,,,
T. Sefolosha - E. Gordon,19,,,
A. Crabbe - B. Fernando,21,,,
A. Crabbe - K. Huerter,18,,,
A. Wiggins - J. Toscano-Anderson,11,,,
B. Biyombo - D. Bacon,24,,,
J. Henson - C. Wood,10,,,
M. Carter-Williams - K. Birch,20,,,
S. Labissiere - G. Trent Jr.,18,,,
T. Prince - D. Musa,25,,,
T. Warren - G. Bitadze,32,,,
J. Valanciunas - J. Jackson,20,,,
A. Davis - T. Daniels,27,,,
B. Goodwin - C. Reddish,23,,,
D. Graham - J. McDaniels,12,,,
G. Dieng - K. Martin,18,,,
G. Temple - D. Nwaba,18,,,
J. McRae - M. Wagner,10,,,
K. Love - A. Drummond,6,,,
S. Napier - K. Bates-Diop,26,,,
T. Satoransky - D. Valentine,19,,,
A. Drummond - D. Garland,6,,,
B. Beal - J. Robinson,13,,,
C. Miles - I. Smith,10,,,
D. Dotson - R. Barrett,27,,,
D. Lee - J. Toscano-Anderson,13,,,
D. McDermott - T. Leaf,19,,,
E. Turner - D. Bembry,17,,,
J. Barea - K. Porzingis,16,,,
J. Holiday - N. Alexander-Walker,22,,,
K. Looney - E. Paschall,15,,,
M. Beasley - J. Murray,23,,,
B. Bogdanovic - G. Niang,35,,,
C. Joseph - Y. Ferrell,26,,,
C. Lee - T. Hardaway Jr.,14,,,
J. Jackson - D. Brooks,19,,,
J. Jackson Jr. - M. Guduric,26,,,
M. Muscala - A. Nader,28,,,
P. Patterson - T. Mann,22,,,
C. Diallo - T. Jerome,25,,,
C. McCollum - C. Swanigan,18,,,
L. Markkanen - L. Kornet,15,,,
M. Turner - E. Sumner,21,,,
N. Powell - M. Thomas,25,,,
N. Vucevic - G. Clark,16,,,
R. Williams III - G. Williams,23,,,
E. Gordon - R. Covington,10,,,
E. Moore - Z. Williamson,17,,,
I. Bonga - A. Schofield,25,,,
J. Henson - T. Snell,11,,,
J. Jackson - D. Melton,15,,,
J. Robinson - I. Bonga,16,,,
J. Teague - K. Martin,13,,,
D. McDermott - J. Sampson,24,,,
J. Henson - C. Sexton,20,,,
J. Teague - B. Goodwin,21,,,
J. Valanciunas - M. Guduric,28,,,
K. Martin - J. McLaughlin,15,,,
R. Jackson - I. Zubac,14,,,
R. Kurucs - C. Chiozza,15,,,
T. McConnell - T. Leaf,17,,,
A. Iguodala - B. Adebayo,21,,,
A. Wiggins - J. McLaughlin,13,,,
B. Knight - T. Snell,7,,,
C. Miles - M. Wagner,10,,,
D. Valentine - L. Markkanen,15,,,
D. Valentine - S. Harrison,23,,,
J. Henson - J. Clarkson,11,,,
J. Johnson - D. Robinson,17,,,
J. Teague - T. Graham,21,,,
P. Patterson - J. Robinson,26,,,
S. Dinwiddie - D. Nwaba,18,,,
T. Chandler - A. Rivers,21,,,
T. Harris - G. Robinson III,13,,,
T. Rozier - J. McDaniels,12,,,
W. Ellington - M. Morris Sr.,17,,,
A. Burks - J. Richardson,14,,,
C. LeVert - C. Chiozza,10,,,
C. Miles - D. Bertans,10,,,
I. Smith - G. Mathews,12,,,
J. Harris - D. Musa,21,,,
J. Johnson - D. Jones Jr.,12,,,
J. Parker - B. Fernando,24,,,
K. Bazemore - R. Hood,17,,,
S. Labissiere - N. Little,20,,,
T. Graham - J. Layman,14,,,
A. Aminu - A. Gordon,14,,,
B. Marjanovic - J. Brunson,20,,,
C. Lee - L. Doncic,10,,,
K. O'Quinn - M. Thybulle,24,,,
M. Muscala - L. Dort,17,,,
R. Hood - N. Little,12,,,
T. Ferguson - H. Diallo,23,,,
D. Dedmon - Y. Ferrell,18,,,
E. Moore - J. Okafor,19,,,
J. Ennis III - R. Neto,31,,,
M. Harrell - D. Walton Jr.,14,,,
R. Jackson - T. Maker,13,,,
C. Lee - D. Wright,17,,,
D. Booker - T. Jerome,19,,,
G. Harris - M. Beasley,22,,,
J. McGee - A. Caruso,28,,,
M. Carter-Williams - J. Isaac,18,,,
P. George - R. McGruder,25,,,
R. Hood - A. Simons,20,,,
T. Gibson - M. Harkless,10,,,
D. Exum - K. Porter Jr.,12,,,
D. White - K. Johnson,12,,,
J. Dudley - K. Caldwell-Pope,21,,,
J. Dudley - T. Daniels,26,,,
L. James - Q. Cook,25,,,
M. Beasley - P. Dozier,11,,,
M. Morris - R. Jackson,9,,,
P. Millsap - M. Porter Jr.,15,,,
T. Ariza - M. Bagley III,10,,,
A. Nader - L. Dort,23,,,
C. Martin - J. McDaniels,13,,,
D. Bertans - A. Schofield,15,,,
K. Looney - J. Poole,16,,,
R. Jackson - M. Harrell,9,,,
T. Frazier - L. Galloway,21,,,
T. Harris - T. Burke,22,,,
B. McLemore - C. Clemons,21,,,
D. Murray - K. Johnson,14,,,
D. Saric - C. Payne,8,,,
G. Dieng - D. Melton,16,,,
J. Isaac - W. Iwundu,14,,,
N. Vonleh - J. Layman,13,,,
T. Graham - K. Bates-Diop,18,,,
A. Iguodala - T. Herro,8,,,
T. Chandler - R. Westbrook,22,,,
P. Tucker - J. Harden,78,,,
L. Aldridge - D. DeRozan,77,,,
R. Westbrook - S. Adams,71,,,
A. Aminu - D. Lillard,80,,,
P. George - S. Adams,75,,,
R. Gobert - D. Mitchell,77,,,
S. Adams - J. Grant,78,,,
R. Westbrook - J. Grant,71,,,
D. Lillard - C. McCollum,69,,,
P. George - J. Grant,75,,,
D. Augustin - N. Vucevic,78,,,
B. Hield - D. Fox,81,,,
N. Batum - K. Walker,75,,,
K. Durant - K. Thompson,75,,,
N. Vucevic - E. Fournier,78,,,
R. Westbrook - P. George,68,,,
B. Griffin - A. Drummond,72,,,
W. Cauley-Stein - D. Fox,80,,,
B. Griffin - R. Jackson,75,,,
T. Young - B. Bogdanovic,80,,,
A. Wiggins - K. Towns,69,,,
D. Lillard - J. Nurkic,71,,,
K. Durant - S. Curry,65,,,
R. Jackson - A. Drummond,78,,,
E. Fournier - A. Gordon,76,,,
D. Augustin - E. Fournier,79,,,
N. Jokic - J. Murray,74,,,
W. Cauley-Stein - B. Hield,81,,,
L. Aldridge - B. Forbes,81,,,
D. Collison - B. Bogdanovic,75,,,
A. Aminu - C. McCollum,70,,,
M. Williams - K. Walker,75,,,
C. Osman - C. Sexton,75,,,
B. Lopez - K. Middleton,75,,,
K. Walker - J. Lamb,79,,,
J. Harden - C. Capela,63,,,
D. Green - P. Siakam,78,,,
P. Tucker - C. Capela,67,,,
R. Gobert - J. Ingles,81,,,
N. Vucevic - A. Gordon,75,,,
C. McCollum - J. Nurkic,67,,,
A. Aminu - J. Nurkic,72,,,
E. Bledsoe - K. Middleton,73,,,
B. Bogdanovic - M. Turner,73,,,
T. Young - D. Collison,75,,,
B. Lopez - E. Bledsoe,77,,,
J. Redick - B. Simmons,73,,,
J. Harris - J. Allen,74,,,
D. DeRozan - B. Forbes,77,,,
K. Lowry - P. Siakam,64,,,
D. Augustin - A. Gordon,76,,,
J. Green - B. Beal,76,,,
D. Collison - M. Turner,68,,,
N. Vucevic - J. Isaac,73,,,
S. Curry - K. Thompson,65,,,
R. Rubio - R. Gobert,68,,,
S. Curry - D. Green,63,,,
J. Redick - J. Embiid,59,,,
L. Williams - M. Harrell,75,,,
B. Beal - T. Satoransky,74,,,
J. Ingles - D. Mitchell,77,,,
K. Thompson - D. Green,62,,,
P. Tucker - E. Gordon,68,,,
M. Williams - N. Batum,70,,,
E. Bledsoe - G. Antetokounmpo,69,,,
S. Adams - T. Ferguson,73,,,
T. Young - M. Turner,73,,,
K. Lowry - D. Green,64,,,
D. Russell - J. Allen,79,,,
K. Leonard - P. Siakam,59,,,
J. Harris - D. Russell,75,,,
K. Irving - J. Tatum,65,,,
P. Millsap - N. Jokic,69,,,
E. Gordon - J. Harden,64,,,
R. Westbrook - T. Ferguson,66,,,
M. Smart - J. Tatum,78,,,
R. Rubio - D. Mitchell,64,,,
A. Horford - J. Tatum,67,,,
J. Grant - T. Ferguson,72,,,
D. Booker - D. Ayton,56,,,
D. Green - K. Leonard,58,,,
K. Middleton - G. Antetokounmpo,67,,,
K. Durant - D. Green,62,,,
N. Bjelica - D. Fox,77,,,
B. Lopez - G. Antetokounmpo,71,,,
E. Fournier - J. Isaac,73,,,
P. George - D. Schroder,74,,,
P. Millsap - J. Murray,65,,,
J. Collins - T. Young,60,,,
L. James - K. Kuzma,53,,,
R. Rubio - J. Ingles,68,,,
J. Holiday - A. Davis,51,,,
D. Augustin - J. Isaac,72,,,
J. Butler - B. Simmons,54,,,
J. Embiid - B. Simmons,61,,,
S. Ibaka - P. Siakam,72,,,
K. Huerter - T. Young,73,,,
L. Aldridge - R. Gay,68,,,
A. Horford - K. Irving,57,,,
P. George - T. Ferguson,69,,,
J. Holiday - J. Randle,60,,,
N. Batum - J. Lamb,72,,,
J. Crowder - J. Ingles,80,,,
J. Crowder - D. Mitchell,75,,,
D. Favors - J. Ingles,76,,,
N. Bjelica - B. Hield,77,,,
D. Gallinari - S. Gilgeous-Alexander,68,,,
K. Irving - M. Smart,66,,,
J. Crowder - R. Gobert,79,,,
S. Ibaka - D. Green,73,,,
C. Joseph - D. Sabonis,73,,,
G. Antetokounmpo - M. Brogdon,59,,,
D. Schroder - S. Adams,77,,,
E. Gordon - C. Capela,55,,,
D. Jordan - L. Doncic,49,,,
M. Bridges - D. Ayton,71,,,
M. Morris Sr. - M. Smart,74,,,
T. Ariza - B. Beal,43,,,
L. Aldridge - D. White,65,,,
M. Williams - J. Lamb,72,,,
C. Paul - P. Tucker,58,,,
D. Schroder - J. Grant,79,,,
A. Bradley - T. Harris,49,,,
M. Conley - M. Gasol,51,,,
D. Booker - M. Bridges,63,,,
D. Jordan - H. Barnes,46,,,
M. Belinelli - P. Mills,79,,,
M. Morris Sr. - J. Tatum,73,,,
G. Harris - N. Jokic,55,,,
K. Irving - M. Morris Sr.,63,,,
K. Lowry - S. Ibaka,62,,,
A. Horford - M. Smart,67,,,
M. Gasol - G. Temple,48,,,
R. Gay - D. DeRozan,64,,,
T. Gibson - K. Towns,66,,,
J. Green - T. Satoransky,74,,,
L. Nance Jr. - C. Sexton,67,,,
K. Lowry - K. Leonard,43,,,
D. Lillard - M. Harkless,59,,,
T. Gibson - A. Wiggins,61,,,
H. Barnes - L. Doncic,47,,,
T. Ross - A. Gordon,76,,,
N. Bjelica - W. Cauley-Stein,76,,,
D. DeRozan - D. White,60,,,
D. Gallinari - T. Harris,44,,,
D. Dedmon - T. Young,64,,,
M. Plumlee - M. Morris,82,,,
T. Prince - T. Young,54,,,
H. Whiteside - J. Richardson,65,,,
K. Towns - J. Okogie,65,,,
B. Griffin - R. Bullock,43,,,
M. Conley - G. Temple,48,,,
P. Millsap - G. Harris,55,,,
B. Beal - T. Bryant,66,,,
S. Ibaka - K. Leonard,54,,,
B. Ingram - K. Kuzma,48,,,
C. Paul - C. Capela,50,,,
J. Collins - K. Huerter,54,,,
R. Westbrook - D. Schroder,70,,,
D. Gallinari - P. Beverley,64,,,
M. Beasley - M. Morris,78,,,
J. Winslow - J. Richardson,60,,,
B. Forbes - D. White,64,,,
T. Harris - S. Gilgeous-Alexander,55,,,
M. Conley - J. Jackson Jr.,56,,,
A. Horford - M. Morris,64,,,
L. Ball - K. Kuzma,45,,,
K. Walker - C. Zeller,49,,,
J. Richardson - B. Adebayo,73,,,
A. Aminu - M. Harkless,60,,,
P. Beverley - M. Harrell,78,,,
C. Paul - J. Harden,54,,,
J. Clarkson - L. Nance Jr.,66,,,
J. Holiday - E. Moore,52,,,
Z. LaVine - L. Markkanen,41,,,
J. Clarkson - C. Sexton,80,,,
R. Gay - B. Forbes,68,,,
K. Dunn - L. Markkanen,45,,,
D. DeRozan - P. Mills,77,,,
C. Paul - E. Gordon,52,,,
T. Ariza - J. Green,42,,,
C. Joseph - D. McDermott,75,,,
K. Olynyk - J. Richardson,69,,,
D. Jordan - W. Matthews,44,,,
K. Durant - K. Looney,75,,,
K. Middleton - M. Brogdon,62,,,
A. Drummond - B. Brown,69,,,
J. Redick - J. Butler,50,,,
G. Harris - J. Murray,53,,,
M. Gasol - K. Anderson,43,,,
B. Lopez - M. Brogdon,64,,,
A. Iguodala - K. Durant,66,,,
D. Favors - D. Mitchell,72,,,
G. Hayward - J. Brown,63,,,
P. Siakam - F. VanVleet,62,,,
B. Griffin - B. Brown,65,,,
A. Davis - J. Randle,55,,,
A. Wiggins - D. Saric,63,,,
A. Wiggins - J. Okogie,58,,,
L. Aldridge - P. Mills,81,,,
R. Jackson - B. Brown,66,,,
R. Jackson - R. Bullock,44,,,
J. Jackson - M. Bridges,75,,,
D. Dedmon - K. Huerter,58,,,
R. Gobert - R. O'Neale,77,,,
J. McGee - K. Kuzma,63,,,
R. O'Neale - D. Mitchell,75,,,
K. Olynyk - B. Adebayo,75,,,
A. Gordon - J. Isaac,69,,,
N. Batum - C. Zeller,49,,,
D. Dotson - K. Knox II,63,,,
D. Wade - B. Adebayo,72,,,
T. Satoransky - T. Bryant,66,,,
R. Rubio - J. Crowder,67,,,
T. Hardaway Jr. - N. Vonleh,46,,,
A. Drummond - R. Bullock,41,,,
J. Teague - K. Towns,39,,,
W. Matthews - L. Doncic,43,,,
J. Holiday - D. Miller,58,,,
T. Ariza - T. Satoransky,41,,,
D. Dedmon - J. Collins,51,,,
T. Rozier - J. Brown,71,,,
E. Turner - Z. Collins,70,,,
B. Bogdanovic - B. Hield,70,,,
P. Mills - D. Bertans,75,,,
W. Matthews - H. Barnes,40,,,
M. Plumlee - M. Beasley,81,,,
E. Moore - A. Davis,45,,,
D. Wade - J. Richardson,63,,,
P. Beverley - T. Harris,55,,,
L. Williams - P. Beverley,72,,,
B. Bogdanovic - D. Fox,69,,,
K. Walker - M. Bridges,79,,,
M. Harkless - J. Nurkic,49,,,
B. Beal - O. Porter Jr.,41,,,
M. Harkless - C. McCollum,49,,,
J. Clarkson - C. Osman,73,,,
N. Jokic - T. Craig,63,,,
R. McGruder - J. Richardson,58,,,
A. Iguodala - K. Thompson,65,,,
J. Wall - B. Beal,32,,,
S. Curry - K. Looney,67,,,
L. Nance Jr. - C. Osman,60,,,
M. Beasley - J. Murray,72,,,
S. Dinwiddie - J. Harris,63,,,
D. McDermott - D. Sabonis,67,,,
I. Shumpert - D. Fox,42,,,
K. Bazemore - T. Young,64,,,
E. Mudiay - K. Knox,50,,,
D. Saric - K. Towns,63,,,
P. Beverley - S. Gilgeous-Alexander,69,,,
M. Conley - K. Anderson,42,,,
N. Jokic - M. Beasley,77,,,
D. Carroll - E. Davis,65,,,
E. Bledsoe - M. Brogdon,63,,,
S. Ibaka - F. VanVleet,56,,,
M. Gasol - J. Jackson Jr.,52,,,
G. Temple - K. Anderson,41,,,
G. Hayward - T. Rozier,69,,,
D. Gallinari - A. Bradley,38,,,
T. Ross - E. Fournier,79,,,
D. Miller - J. Randle,62,,,
T. Thompson - C. Osman,41,,,
D. Finney-Smith - L. Doncic,65,,,
T. Young - C. Joseph,80,,,
M. Belinelli - D. Bertans,72,,,
W. Barton - N. Jokic,41,,,
J. Teague - A. Wiggins,35,,,
B. Bogdanovic - M. Bagley III,51,,,
L. Aldridge - M. Belinelli,78,,,
A. Drummond - L. Galloway,75,,,
G. Temple - J. Jackson Jr.,49,,,
J. Butler - J. Embiid,40,,,
N. Vonleh - K. Knox II,59,,,
R. Hood - C. Osman,42,,,
C. Joseph - B. Bogdanovic,80,,,
D. Carroll - D. Russell,65,,,
L. James - B. Ingram,34,,,
N. Vucevic - T. Ross,78,,,
T. Warren - D. Ayton,41,,,
Z. LaVine - K. Dunn,36,,,
L. James - J. McGee,50,,,
K. Thompson - K. Looney,76,,,
J. Winslow - B. Adebayo,66,,,
B. Bogdanovic - V. Oladipo,36,,,
K. Irving - J. Brown,59,,,
M. Plumlee - J. Murray,74,,,
K. Kuzma - J. Hart,58,,,
D. Powell - D. Finney-Smith,75,,,
Z. LaVine - R. Arcidiacono,60,,,
G. Hayward - J. Tatum,70,,,
D. Wade - K. Olynyk,67,,,
M. Belinelli - D. DeRozan,74,,,
T. Lyles - M. Morris,62,,,
T. Young - V. Oladipo,36,,,
J. Lamb - C. Zeller,49,,,
H. Whiteside - J. Winslow,56,,,
R. Lopez - Z. LaVine,54,,,
D. Collison - V. Oladipo,36,,,
M. Williams - C. Zeller,48,,,
J. Brown - J. Tatum,68,,,
T. Rozier - J. Tatum,73,,,
K. Caldwell-Pope - K. Kuzma,69,,,
T. Warren - D. Booker,34,,,
A. Wiggins - T. Jones,60,,,
J. Harden - A. Rivers,46,,,
D. Bembry - T. Young,79,,,
J. Jackson - D. Ayton,66,,,
I. Shumpert - W. Cauley-Stein,42,,,
D. Carroll - S. Dinwiddie,54,,,
D. Saric - J. Okogie,59,,,
G. Hayward - K. Irving,59,,,
D. Rose - K. Towns,48,,,
J. Murray - T. Craig,63,,,
T. Jones - K. Towns,61,,,
D. DeRozan - D. Bertans,71,,,
E. Turner - S. Curry,65,,,
J. Crowder - R. O'Neale,76,,,
Z. LaVine - W. Carter Jr.,38,,,
J. Holiday - Z. LaVine,32,,,
L. Aldridge - D. Bertans,75,,,
A. Bradley - S. Gilgeous-Alexander,49,,,
H. Whiteside - R. McGruder,53,,,
S. Curry - Z. Collins,68,,,
T. Evans - C. Joseph,65,,,
A. Len - T. Young,74,,,
B. Bogdanovic - D. Sabonis,72,,,
N. Jokic - M. Morris,78,,,
M. Harrell - S. Gilgeous-Alexander,81,,,
B. Bogdanovic - W. Cauley-Stein,68,,,
D. Powell - J. Brunson,66,,,
D. Saric - T. Jones,53,,,
T. Evans - D. Sabonis,62,,,
B. Griffin - L. Galloway,71,,,
E. Davis - S. Dinwiddie,66,,,
S. Dinwiddie - J. Allen,66,,,
D. Dotson - M. Robinson,59,,,
I. Smith - L. Galloway,52,,,
R. Hood - C. Sexton,45,,,
J. Holiday - W. Carter Jr.,38,,,
D. Green - F. VanVleet,60,,,
D. Jordan - D. Smith Jr.,32,,,
T. Thompson - C. Sexton,41,,,
T. Harris - M. Harrell,55,,,
B. Hield - M. Bagley III,61,,,
E. Turner - D. Lillard,71,,,
I. Shumpert - B. Hield,42,,,
D. Booker - J. Jackson,61,,,
J. Teague - T. Gibson,41,,,
D. Russell - R. Kurucs,58,,,
J. Brunson - L. Doncic,55,,,
L. James - L. Ball,34,,,
G. Green - J. Harden,65,,,
K. Olynyk - J. Winslow,57,,,
N. Vonleh - E. Mudiay,49,,,
T. Prince - J. Collins,40,,,
E. Moore - J. Randle,51,,,
A. Horford - J. Brown,62,,,
R. McGruder - J. Winslow,58,,,
M. Morris Sr. - T. Rozier,70,,,
A. Iguodala - S. Curry,55,,,
E. Payton - J. Randle,38,,,
K. Caldwell-Pope - J. Hart,66,,,
D. Lillard - J. Layman,63,,,
J. Allen - R. Kurucs,57,,,
R. Rubio - D. Favors,65,,,
V. Oladipo - M. Turner,32,,,
R. Gay - P. Mills,69,,,
R. Rondo - K. Caldwell-Pope,46,,,
D. Finney-Smith - M. Kleber,67,,,
H. Barnes - D. Fox,28,,,
J. Harris - R. Kurucs,54,,,
R. Lopez - L. Markkanen,47,,,
A. Drummond - L. Kennard,57,,,
T. Jones - J. Okogie,58,,,
D. Finney-Smith - J. Brunson,66,,,
J. Holiday - R. Arcidiacono,37,,,
P. Tucker - A. Rivers,46,,,
J. Dudley - D. Russell,57,,,
K. Leonard - F. VanVleet,47,,,
K. Korver - J. Crowder,53,,,
A. Horford - G. Hayward,61,,,
T. Snell - G. Antetokounmpo,67,,,
J. Johnson - J. Richardson,45,,,
W. Barton - J. Murray,36,,,
H. Barnes - B. Hield,28,,,
N. Noel - D. Schroder,72,,,
E. Kanter - T. Hardaway Jr.,40,,,
T. Young - D. Sabonis,72,,,
N. Jokic - J. Hernangomez,53,,,
D. Smith Jr. - L. Doncic,31,,,
V. Carter - D. Bembry,73,,,
T. Hardaway Jr. - E. Mudiay,34,,,
D. Augustin - T. Ross,79,,,
B. Ingram - L. Ball,36,,,
B. Simmons - L. Shamet,51,,,
D. Waiters - B. Adebayo,44,,,
S. Dinwiddie - D. Russell,67,,,
